['new', 52375]
['Tenqqe', 1]
['TeyeqEt', 1]
['TeyEqat', 1]
['Teyqw', 1]
['TeTeteN', 1]
['Tefngo', 1]
['TefngWe', 1]
['TefTro', 1]
['Turmba', 1]
['Tinnet', 1]
['Tinziza', 1]
['Tigiray', 1]
['Talyane', 1]
['Taxatat', 1]
['Taxnet', 1]
['Tabqiya', 1]
["Tab'El", 1]
['Taynet', 1]
['TEnkara', 1]
['TEfunma', 1]
["Tha'ir", 1]
['Tlahune', 1]
['Tlahal', 1]
['Tlaxt', 1]
['Tlqte', 1]
['TlTal', 1]
['Tlowat', 1]
['Tmerta', 1]
['Tmmr', 1]
['Tmbz', 1]
['Trust', 1]
['Truck', 1]
['Traroy', 1]
['TrEnet', 1]
['Trmet', 1]
['Trsma', 1]
['Trnet', 1]
['Tronet', 1]
['Tqemt', 1]
['Tquret', 1]
['Tqitoca', 1]
["Tqa'at", 1]
['Tqmet', 1]
['TqmeNa', 1]
['TqmT', 1]
['TqWret', 1]
['Tቕlala', 1]
['Tbelya', 1]
['Tnatc', 1]
['TnqeNa', 1]
['Tnqaqi', 1]
['Tnkare', 1]
['Tnkr', 1]
["T'alqa", 1]
["TyaqE'", 1]
['Tgabko', 1]
['TgaTg', 1]
['TgErEda', 1]
['Tggt', 1]
["TC'l", 1]
['TfteNa', 1]
['Tffat', 1]
['Torenet', 1]
['Torente', 1]
['Torret', 1]
['Torocace', 1]
['Celeqot', 1]
['Cemrw', 1]
['CiCiCiCi', 1]
['Capital', 1]
["Cha'ap", 1]
['Child', 1]
['Change', 1]
["Cle'ar", 1]
['Climate', 1]
['ClaCl', 1]
['Closed', 1]
['Cmrt', 1]
['CmteNa', 1]
['Cmdd', 1]
['Cmddo', 1]
["Cru'ise", 1]
['Crmiti', 1]
["Crዽ'a", 1]
['Cbrr', 1]
['Cnqur', 1]
['Cngefa', 1]
["C'o'ol", 1]
['Cfgg', 1]
['CfCef', 1]
['College', 1]
['Combine', 1]
['Consul', 1]
['Convoy', 1]
["Co'urage", 1]
["Co'urt", 1]
["Co'unt", 1]
["Pe'arl", 1]
['Party', 1]
['Pandora', 1]
['Pawlose', 1]
['PaPa^sat', 1]
['PaPast', 1]
['PETro^s', 1]
['Plant', 1]
['Premise', 1]
['Prጝf', 1]
['Propane', 1]
["PC'j", 1]
['Popular', 1]
['Sehaft', 1]
['SeHayama', 1]
['SeHaft', 1]
['Second', 1]
['Senesec', 1]
["Seyf'a", 1]
['SeTeteN', 1]
['Sefnat', 1]
['SefSef', 1]
['Summit', 1]
['Sunday', 1]
["Sugale'a", 1]
['Sihfet', 1]
['Siltay', 1]
['Saving', 1]
['Sadqt', 1]
["Sagale'a", 1]
['SaSasat', 1]
['Shafet', 1]
['SHufc', 1]
['SHdet', 1]
['Study', 1]
['Schame', 1]
['SgerEda', 1]
["ST'aዼ", 1]
['SSዽf', 1]
['Somalya', 1]
["Sovi'at", 1]
["Soci'ate", 1]
['^Sehaft', 1]
['^SeloteNa', 1]
['^SeHafit', 1]
['^Sembela', 1]
['^Senesc', 1]
['^Seze`ab', 1]
['^Sedenya', 1]
['^Segenet', 1]
["^SegayE'E", 1]
['^Se^Stot', 1]
['^Se^StoN', 1]
["^Sunu'El", 1]
['^Sahaft', 1]
['^Sadnqa', 1]
['^SafebN', 1]
['^Safulet', 1]
['^SafulN', 1]
['^SmfHa', 1]
['^Sbቕti', 1]
['^Sn`at', 1]
['^Swhab', 1]
['^SgErEda', 1]
['^Sfenal', 1]
['^Sfalec', 1]
['^Sfotal', 1]
['felegu^sa', 1]
['felegma', 1]
['felipav', 1]
['felagot', 1]
['felqeq', 1]
['ferdi^sa', 1]
['ferjil', 1]
['ferfer', 1]
['feqedeNa', 1]
['fetuwat', 1]
['fetaHke', 1]
['fecinet', 1]
['fecner', 1]
['fendata', 1]
['fengeT', 1]
['fekerut', 1]
['fewxN', 1]
['fe`aler', 1]
['fe`aray', 1]
['fedahEl', 1]
['fedayt', 1]
['feggta', 1]
['fegCw', 1]
['feTerti', 1]
['fe^Samit', 1]
['fefoHobo', 1]
['fusigra', 1]
['futing', 1]
['fuzoql', 1]
['filipav', 1]
['filmiya', 1]
['filda^s', 1]
['fitser', 1]
['fitsula', 1]
['fitfit', 1]
['finfine', 1]
["fi'ald", 1]
['fiwdul', 1]
['fiyaxko', 1]
['fight', 1]
['falagot', 1]
['famicno', 1]
['faredata', 1]
['faranki', 1]
['farank', 1]
['faraway', 1]
['farEjEr', 1]
['farmid', 1]
['farsNa', 1]
['farzaro', 1]
['fargaz', 1]
['fasiliti', 1]
['fasbol', 1]
['faskor', 1]
['faxest', 1]
['faxixt', 1]
['faqumko', 1]
['fabiyano', 1]
['fabreka', 1]
['fabrik', 1]
['fabriya', 1]
['fatbol', 1]
['fana^sra', 1]
['fanatik', 1]
['fakEhEt', 1]
['fakhEt', 1]
['fazekl', 1]
['faysad', 1]
['fayber', 1]
['fErmEta', 1]
['fEstor', 1]
['fEsort', 1]
['fEqadeNa', 1]
['fEdral', 1]
['fEdnap', 1]
['fEdotov', 1]
['flemeta', 1]
['fleset', 1]
['flariya', 1]
['flatEma', 1]
['flawr', 1]
['flayt', 1]
['flmya', 1]
['fl^sete', 1]
['flqq', 1]
['flfela', 1]
['florika', 1]
["flo'ap", 1]
['fritZ', 1]
['fratini', 1]
['fran^sa', 1]
['fransi', 1]
["frE'ama", 1]
['frEzar', 1]
['frEyt', 1]
['frEjer', 1]
['frESH', 1]
['frmbi', 1]
['fr^hat', 1]
['frnba', 1]
['frdd', 1]
['fromati', 1]
['fsewal', 1]
['fxst', 1]
['fqrma', 1]
['fqrte', 1]
['fqrne', 1]
['fቓdeNa', 1]
['ftexxa', 1]
['fteneN', 1]
['fthat', 1]
['fthwi', 1]
['ftbol', 1]
['ftwete', 1]
['fngela', 1]
['fnTeza', 1]
['fnTq', 1]
['fnCt', 1]
["f'uNዽ", 1]
['fynd', 1]
['forest', 1]
['former', 1]
['forbic', 1]
['forwil', 1]
['forget', 1]
['forged', 1]
['fosolya', 1]
['permit', 1]
['perset', 1]
['perxiya', 1]
['pulwama', 1]
['publiko', 1]
['pinter', 1]
["pi'Elsi", 1]
["pi'Esvi", 1]
["pi'Esji", 1]
['pikcer', 1]
['pizorni', 1]
['piyodar', 1]
['palamer', 1]
['palawt', 1]
['palsEri', 1]
['palkal', 1]
['pa^sarEla', 1]
['parelama', 1]
['paransi', 1]
['parler', 1]
['parmer', 1]
['parser', 1]
['parxal', 1]
['partiri', 1]
['paskola', 1]
['paverti', 1]
['pavaroti', 1]
['patlama', 1]
['patrika', 1]
['patrak', 1]
['patomak', 1]
['paconet', 1]
['pandora', 1]
['panorama', 1]
['pakista', 1]
['pakard', 1]
['pakonEt', 1]
['paytoni', 1]
['payoner', 1]
['pErujya', 1]
['pErvEZ', 1]
['pEtifor', 1]
['pEtrazi', 1]
['pEnaliti', 1]
["pE'Esvi", 1]
['pEzant', 1]
['plazma', 1]
['presume', 1]
['prexiya', 1]
['primac', 1]
['primEro', 1]
['pristi', 1]
['private', 1]
['prizma', 1]
['prayer', 1]
['prayz', 1]
['prEsoci', 1]
['prEzida', 1]
['promise', 1]
['pronto', 1]
["pro'of", 1]
['ptrik', 1]
['polisiya', 1]
['polisc', 1]
['polisy', 1]
['polisog', 1]
['policy', 1]
['polidoro', 1]
['pomnet', 1]
['pompiyo', 1]
['porter', 1]
['posetib', 1]
['poskal', 1]
['povorini', 1]
['potrik', 1]
['potrak', 1]
['pozetiv', 1]
['popular', 1]
['halima', 1]
['halibo', 1]
['halamo', 1]
['halga', 1]
['haHoha', 1]
['hamere', 1]
['hamusa', 1]
['hamame', 1]
['hamad', 1]
['hamEta', 1]
['hamza', 1]
['haruxa', 1]
['harise', 1]
['haraj', 1]
["haro'E", 1]
['haseb', 1]
['hasEt', 1]
['habesa', 1]
['habexi', 1]
['habete', 1]
['habeni', 1]
['habat', 1]
['habl', 1]
['habqe', 1]
['habni', 1]
['han^Sa', 1]
['hakimo', 1]
['hakEt', 1]
['hawa`', 1]
['hawaz', 1]
['hazelo', 1]
['hazib', 1]
['haziz', 1]
['hayli', 1]
['hayka', 1]
['hayd', 1]
['hadesa', 1]
['hadege', 1]
['haduxa', 1]
['hadar', 1]
['haged', 1]
['hagur', 1]
['hagay', 1]
['hagr', 1]
['haTEte', 1]
['hafEz', 1]
['hulac', 1]
['hulEma', 1]
['hulEta', 1]
['hulqWe', 1]
['humda', 1]
['hurima', 1]
['husini', 1]
['husEN', 1]
['hubet', 1]
['hubEta', 1]
['hutat', 1]
['huneTa', 1]
['hunita', 1]
["hu'aya", 1]
["hu'Eta", 1]
['huway', 1]
['huguro', 1]
['hildi', 1]
['hilfe', 1]
['hirub', 1]
['hiruy', 1]
['hirsi', 1]
['hirqo', 1]
['hirt', 1]
['hirji', 1]
['hiroxi', 1]
['hiseNa', 1]
['hisabi', 1]
['hisoP', 1]
['hibey', 1]
['hiyEro', 1]
['hidewe', 1]
['hidipi', 1]
['hidar', 1]
['hidaya', 1]
['hiday', 1]
['hidt', 1]
['hall', 1]
['half', 1]
['hamat', 1]
['hamEta', 1]
['hamote', 1]
['ha^sabe', 1]
['hareya', 1]
['hariya', 1]
['harqo', 1]
['harti', 1]
['haroqa', 1]
['hasabe', 1]
['hasabi', 1]
['hasaba', 1]
['hasat', 1]
['habexi', 1]
['habit', 1]
['habta', 1]
['hanoy', 1]
["ha'ile", 1]
["ha'il", 1]
['hawala', 1]
['hawaz', 1]
['hawsa', 1]
['hawta', 1]
['hawya', 1]
['hayale', 1]
['hayaxi', 1]
['hayd', 1]
['hadya', 1]
['hadgi', 1]
['hadgWe', 1]
['hajiy', 1]
['hagero', 1]
['hagar', 1]
['hagay', 1]
['ha^Sey', 1]
['hafiz', 1]
['hafra', 1]
['hElga', 1]
['hEmle', 1]
['hEmri', 1]
['hEramo', 1]
['hErv', 1]
['hExt', 1]
['hEtro', 1]
['hEct', 1]
['hEnit', 1]
['hEnCo', 1]
['hEnoH', 1]
['hEkto', 1]
['hEwzo', 1]
['hEydo', 1]
['hEdeto', 1]
['hEዸw', 1]
['hmema', 1]
['hmama', 1]
['hmra', 1]
['hraye', 1]
['hqta', 1]
["hbu'", 1]
['hb`', 1]
['hbz', 1]
['hteta', 1]
["h'm", 1]
['hwet', 1]
['hwala', 1]
['hyl', 1]
['hdid', 1]
['hdaro', 1]
['hdmo', 1]
['hdr', 1]
['hgol', 1]
['hgWet', 1]
['h^Se^S', 1]
['hohaho', 1]
['hohte', 1]
['hoholo', 1]
['holid', 1]
['holga', 1]
['homini', 1]
['homEni', 1]
['horizo', 1]
['hosama', 1]
['hosmi', 1]
['hoxama', 1]
['hotir', 1]
['hotEla', 1]
['hotEt', 1]
['honra', 1]
['honne', 1]
['honomo', 1]
['honoro', 1]
['honota', 1]
['hoNal', 1]
['hoyta', 1]
['hodEk', 1]
['hodovo', 1]
["lew'", 1]
['le^Su`', 1]
['lumeTa', 1]
['lu^saka', 1]
['luska', 1]
['luxma', 1]
['lunet', 1]
['lungWe', 1]
['lukuso', 1]
['luwEji', 1]
['lu`ul', 1]
['lu`uk', 1]
['luzato', 1]
['luyugi', 1]
['luyd', 1]
['luger', 1]
['lugdi', 1]
['lihone', 1]
['lilahi', 1]
['limit', 1]
['li^sela', 1]
['li^seN', 1]
['lire^sa', 1]
['liseb', 1]
['liset', 1]
['liqeme', 1]
['liqHi', 1]
['liqne', 1]
['libay', 1]
['libEZ', 1]
['livil', 1]
["livi'o", 1]
['livEti', 1]
['liter', 1]
['litl', 1]
["li'ima", 1]
["li'od", 1]
['likota', 1]
['liwji', 1]
['liyevi', 1]
['liyez', 1]
['liyul', 1]
['liyud', 1]
['liyEZ', 1]
['liyda', 1]
['liyoni', 1]
['lider', 1]
['lidiya', 1]
['lidiyo', 1]
['lidyo', 1]
['ligica', 1]
['ligiyo', 1]
['li^Seda', 1]
['li^Sf', 1]
['lElec', 1]
['lEleN', 1]
['lElud', 1]
['lElisa', 1]
['lElc', 1]
['lEloci', 1]
['lEloC', 1]
['lEsoto', 1]
['lEbid', 1]
['lEbEro', 1]
['lEvEr', 1]
['lEnCa', 1]
["lE'a'o", 1]
["lE'oz", 1]
['lhqe', 1]
['lmado', 1]
['l^sema', 1]
['l^sT', 1]
["lr'a", 1]
['lquT', 1]
['lbeNa', 1]
['lbEt', 1]
['lbl', 1]
['lbso', 1]
['lbya', 1]
['ltqe', 1]
['lnal', 1]
['lnage', 1]
["l'ay", 1]
["l'ko", 1]
['lkeNa', 1]
['lkto', 1]
['lyud', 1]
['ldeto', 1]
['ljac', 1]
['ljc', 1]
['ljot', 1]
['ljoco', 1]
['lgudi', 1]
['lTq', 1]
['l^Sule', 1]
['lfit', 1]
['lfafe', 1]
['lolEc', 1]
['loreT', 1]
['lorat', 1]
['lotal', 1]
['lock', 1]
["lo'al", 1]
["lo'ad", 1]
['lokoma', 1]
['lowa^sa', 1]
['lowasa', 1]
['lo`ami', 1]
['lojk', 1]
['logic', 1]
['logiya', 1]
['lopEra', 1]
['Halima', 1]
['Halid', 1]
['Hamedo', 1]
['Hamur', 1]
['Hamini', 1]
['Hamle', 1]
['Hamote', 1]
['Ha^set', 1]
['Harumi', 1]
['Harif', 1]
['Harara', 1]
['Harat', 1]
['HarEf', 1]
['Hasene', 1]
['Haxuba', 1]
['Haqle', 1]
['Haber', 1]
['Habiso', 1]
['Habal', 1]
['Habat', 1]
['Habb', 1]
['Habya', 1]
['Hatami', 1]
['Hatat', 1]
['Hatapi', 1]
['Hanani', 1]
['Hanz', 1]
['HanZ', 1]
['Hawul', 1]
['Hawit', 1]
['Hawasa', 1]
['Hawt', 1]
['Hazemo', 1]
['Hazbe', 1]
['Hayqe', 1]
['Hayda', 1]
['Hadera', 1]
['Hadero', 1]
['Hadaro', 1]
['Hadaxa', 1]
['Hadaga', 1]
['Hadro', 1]
['Hadya', 1]
['HadgWe', 1]
['HajEr', 1]
['Hagg', 1]
['Hafiz', 1]
['HumTa', 1]
['Hu^sore', 1]
['Huqoq', 1]
['HufEt', 1]
['Hill', 1]
['Hirsi', 1]
['Hiseb', 1]
['Hisaba', 1]
['HiTosa', 1]
['Hipik', 1]
["Ha'ar", 1]
['Hayl', 1]
['HadgWe', 1]
['HElari', 1]
['HElEb', 1]
['HElEd', 1]
['HErad', 1]
['HErEt', 1]
['HErso', 1]
['HErto', 1]
['HErz', 1]
['HEnZ', 1]
['HEzli', 1]
['HEdk', 1]
['HhEHo', 1]
['Hluf', 1]
['Hray', 1]
['Hbere', 1]
['Hbur', 1]
['HnaSa', 1]
["H'aዼ", 1]
["H'r", 1]
['Hkb', 1]
['Hwet', 1]
['Hzba', 1]
['Hzbo', 1]
['Hdur', 1]
['Hዻr', 1]
['Hgewe', 1]
['Hgami', 1]
['Hgt', 1]
['Hgne', 1]
['Hgko', 1]
['H^Se`', 1]
['HomeHo', 1]
['Horse', 1]
["Ho'are", 1]
["Ho'use", 1]
['mehara', 1]
['mehad', 1]
['mehla', 1]
['mehoni', 1]
['mehono', 1]
["meho'u", 1]
['melet', 1]
['meleT', 1]
['melaxo', 1]
['mel^sa', 1]
['melsi', 1]
["mel'a", 1]
['mel`', 1]
['meloni', 1]
['meHat', 1]
['meHad', 1]
['memer', 1]
['memare', 1]
['memqo', 1]
['me^sere', 1]
['me^siHa', 1]
['me^sno', 1]
['me^sk', 1]
['mereje', 1]
['merira', 1]
['merisa', 1]
['meriba', 1]
['merija', 1]
['merata', 1]
['meraya', 1]
['merEro', 1]
['merEta', 1]
['merCe', 1]
['meselo', 1]
['mesiha', 1]
['mesasa', 1]
['mesEy', 1]
['mesEfa', 1]
['mesbo', 1]
['meste', 1]
['mest', 1]
["mes'E", 1]
['meske', 1]
['mesye', 1]
['mesobo', 1]
['mexexe', 1]
['mexeTa', 1]
['mexaca', 1]
['mexada', 1]
['meqet', 1]
['meqaNo', 1]
['meqEda', 1]
['meqono', 1]
['mebte', 1]
['mebT', 1]
['meter', 1]
['meti`', 1]
['mecEt', 1]
['me^hal', 1]
['menaTi', 1]
['menxo', 1]
['menNa', 1]
['menke', 1]
['menk', 1]
['menze', 1]
['mend', 1]
['meNet', 1]
['meNaqa', 1]
["me'axo", 1]
["me'ad", 1]
["me'at", 1]
['mekil', 1]
['mekaH', 1]
['mekani', 1]
['mekfe', 1]
['mekoxe', 1]
['mekod', 1]
['mehel', 1]
['meheda', 1]
['mewe^sa', 1]
["mewi'", 1]
['mewati', 1]
['mewaCi', 1]
['me`al', 1]
['me`ara', 1]
['mezega', 1]
['meziqa', 1]
['meyat', 1]
['meyl', 1]
['medere', 1]
['medebi', 1]
['medir', 1]
['medre', 1]
['medr', 1]
['medfe', 1]
['mejiya', 1]
['mejEr', 1]
['megeNe', 1]
['megab', 1]
['megaze', 1]
['meTeye', 1]
['meTala', 1]
['meTare', 1]
['meTaxe', 1]
['meTEne', 1]
['meTte', 1]
['meCeme', 1]
["meSi'i", 1]
["meSa'i", 1]
["meSa'E", 1]
['meSaSa', 1]
["me^Si'a", 1]
["me^Si'u", 1]
['me^Sa`E', 1]
['mefti', 1]
['muhur', 1]
['muhr', 1]
['mulu`', 1]
['muluzi', 1]
['mulise', 1]
['mulit', 1]
['mulamo', 1]
['mulEt', 1]
['muHr', 1]
['murit', 1]
['mursi', 1]
['musila', 1]
['musama', 1]
['musad', 1]
['musma', 1]
['must', 1]
['musTi', 1]
['muxeta', 1]
['muxara', 1]
['muqt', 1]
['muቓta', 1]
['mubet', 1]
['mubay', 1]
['mutaz', 1]
['mutola', 1]
['munisa', 1]
['munEsa', 1]
["mu'ad", 1]
['mukura', 1]
['mukara', 1]
['mukra', 1]
['muway', 1]
['muduye', 1]
['mihay', 1]
['miler', 1]
['milumi', 1]
['milixi', 1]
['milani', 1]
['milElo', 1]
['milk', 1]
['miruji', 1]
['mirile', 1]
['miraH', 1]
['mirage', 1]
['miroT', 1]
['miser', 1]
['misuri', 1]
['misuya', 1]
['misto', 1]
['mixed', 1]
['mixar', 1]
['mixl', 1]
['miteN', 1]
['miciki', 1]
['minuti', 1]
['minir', 1]
['miniza', 1]
['minar', 1]
['mindi', 1]
['minoha', 1]
['mikiy', 1]
['mikaya', 1]
['mikoni', 1]
['miwl', 1]
['miwra', 1]
['mizuki', 1]
['mizodi', 1]
['miyoma', 1]
['miyora', 1]
['midaqo', 1]
['miday', 1]
['midl', 1]
['migel', 1]
['migEl', 1]
['migWel', 1]
['mifta', 1]
['mahal', 1]
['mahEja', 1]
['mahbe', 1]
['mahta', 1]
['mahd', 1]
['mahoni', 1]
['malixa', 1]
['malala', 1]
['malqe', 1]
['malka', 1]
['maldi', 1]
['mamuxe', 1]
['mamado', 1]
['mamoha', 1]
['mareka', 1]
['mareya', 1]
['marega', 1]
['marefi', 1]
['marimo', 1]
['mariv', 1]
['marito', 1]
['marino', 1]
['marEmo', 1]
['mar^sa', 1]
['mary', 1]
['mardi', 1]
['masEri', 1]
['masEbo', 1]
['masre', 1]
['masr', 1]
['masqe', 1]
['masb', 1]
['maste', 1]
['masne', 1]
['maxab', 1]
['maxa^ha', 1]
['maxEr', 1]
['maqre', 1]
['maqoy', 1]
['mater', 1]
['matso', 1]
['matka', 1]
['matz', 1]
['manese', 1]
['maneb', 1]
['manet', 1]
['maneto', 1]
['manec', 1]
['manima', 1]
['manaye', 1]
['manEbo', 1]
['manEno', 1]
['manEj', 1]
['manko', 1]
['manw', 1]
['mango', 1]
['mangWe', 1]
['maNal', 1]
["ma'd", 1]
['maker', 1]
['makeda', 1]
['makumi', 1]
['makEt', 1]
['maksi', 1]
['makda', 1]
['mawejWa', 1]
['mawla', 1]
['mawro', 1]
['mawTe', 1]
['ma`n', 1]
['ma`ka', 1]
['ma`ko', 1]
['ma`za', 1]
['mazuri', 1]
['mazuz', 1]
['mazola', 1]
['mazoni', 1]
['mayEt', 1]
['mayke', 1]
['madisa', 1]
['madako', 1]
['madok', 1]
['majer', 1]
['majeta', 1]
['majg', 1]
['majok', 1]
['mageza', 1]
['mageZ', 1]
['magic', 1]
['magiyo', 1]
['maTata', 1]
['maTme', 1]
['mafuz', 1]
["mafi'a", 1]
['mElani', 1]
['mElEk', 1]
['mEmeCa', 1]
['mEmori', 1]
['mEret', 1]
['mEriba', 1]
['mEraji', 1]
['mErba', 1]
['mErdi', 1]
['mEsoko', 1]
['mEtak', 1]
['mEtEg', 1]
['mEtz', 1]
['mEtd', 1]
['mEcay', 1]
['mEnit', 1]
['mEnsa', 1]
['mEnta', 1]
['mEnga', 1]
['mEnoti', 1]
["mE'Eso", 1]
["mE'osi", 1]
['mEyEr', 1]
['mEyr', 1]
['mEdba', 1]
['mhare', 1]
['mhab', 1]
['mhoha', 1]
['mlki', 1]
['mlk', 1]
['m^seso', 1]
['m^sle', 1]
['mruk', 1]
['mraf', 1]
['mrme', 1]
['mrca', 1]
['mrk', 1]
['mrd', 1]
['msuya', 1]
['msEt', 1]
['msso', 1]
['mst', 1]
['msko', 1]
['msy', 1]
['mber', 1]
['mbet', 1]
['mbuma', 1]
['mbC', 1]
['mtet', 1]
['mcet', 1]
['mcuNa', 1]
['mcN', 1]
['mcw', 1]
['mneNa', 1]
['mneC', 1]
['mnik', 1]
['mn^s', 1]
['mnsa', 1]
['mnt', 1]
['mnko', 1]
['mnw', 1]
['mnCa', 1]
['mNoto', 1]
["m'aዼ", 1]
["m'af", 1]
["m'l", 1]
["m'ጛ", 1]
["m'S", 1]
["m'oS", 1]
['mkura', 1]
['mkuz', 1]
['mkb', 1]
['mkni', 1]
['mhri', 1]
['mKWanu', 1]
['mzez', 1]
['mder', 1]
['mdeb', 1]
['mdba', 1]
['mgbi', 1]
['mTr', 1]
['mTto', 1]
['mSat', 1]
['mSc', 1]
['mSS', 1]
['m^Ste', 1]
['molisa', 1]
['mom^sa', 1]
['moreco', 1]
['morit', 1]
['morEti', 1]
['morbi', 1]
['morko', 1]
['moroco', 1]
['mosebo', 1]
['mosEra', 1]
['mosoH', 1]
['moxer', 1]
['mobuto', 1]
['mobile', 1]
['mobxo', 1]
['motera', 1]
['motil', 1]
['motace', 1]
['motla', 1]
['mocoti', 1]
['monir', 1]
['monk', 1]
['monde', 1]
['mond', 1]
['mong', 1]
["mo'ore", 1]
['moker', 1]
['mokaba', 1]
['mokapa', 1]
['mokbi', 1]
['moziya', 1]
["moya'", 1]
['model', 1]
['modEla', 1]
['mogasa', 1]
['mogb', 1]
['mogoHa', 1]
['mofaz', 1]
['^sehara', 1]
['^selma', 1]
['^seHara', 1]
['^semEne', 1]
['^semre', 1]
['^semto', 1]
['^serer', 1]
['^sereq', 1]
['^sereza', 1]
['^seraba', 1]
['^serate', 1]
['^seraNa', 1]
['^serte', 1]
['^serzo', 1]
['^serSe', 1]
['^seqele', 1]
['^sebaH', 1]
['^sebara', 1]
["^seb'", 1]
['^sebdo', 1]
['^setet', 1]
['^senefe', 1]
["^sen'a", 1]
['^sekro', 1]
['^sekno', 1]
['^sewt', 1]
['^se`are', 1]
['^seded', 1]
['^sedbo', 1]
['^seTma', 1]
['^seTta', 1]
['^sefEd', 1]
['^sefra', 1]
['^sureqe', 1]
['^simet', 1]
['^si^say', 1]
['^sisay', 1]
['^siyera', 1]
['^siyad', 1]
['^saliya', 1]
['^saHara', 1]
['^samuN', 1]
['^samp', 1]
['^sarid', 1]
['^saraf', 1]
['^sasb', 1]
['^sabir', 1]
['^sani^sa', 1]
['^sanqa', 1]
['^santi', 1]
['^sanja', 1]
['^sakar', 1]
['^saweTa', 1]
['^sawd', 1]
['^sayko', 1]
['^sayz', 1]
['^sayd', 1]
['^sadat', 1]
['^sageN', 1]
['^safar', 1]
['^sEreNa', 1]
['^sla^s', 1]
['^sl^sa', 1]
['^smuni', 1]
['^smiz', 1]
['^sret', 1]
['^sreza', 1]
['^sriNe', 1]
['^sraq', 1]
['^srac', 1]
['^srawe', 1]
['^sr`a', 1]
['^ssra', 1]
['^ssr', 1]
['^sxobe', 1]
['^stay', 1]
['^stri', 1]
["^s'ol", 1]
['^swur', 1]
['^s`udi', 1]
['^s`le', 1]
['^s`ol', 1]
['^syume', 1]
['^sdet', 1]
['^sdb', 1]
['^sgawe', 1]
['^sTut', 1]
['^solat', 1]
['^soHale', 1]
['^somo^s', 1]
['^soste', 1]
['^soyra', 1]
['reHale', 1]
['remedi', 1]
['remote', 1]
['resce', 1]
['rexdi', 1]
['reqet', 1]
['reqt', 1]
['rebet', 1]
['rebuni', 1]
["rebu'a", 1]
['rebil', 1]
['rebit', 1]
['rebiTa', 1]
['rebN', 1]
['reboxo', 1]
['recw', 1]
['renal', 1]
["re'al", 1]
['rewal', 1]
['reyd', 1]
['redef', 1]
['redato', 1]
["reda'i", 1]
['reda`', 1]
['redyo', 1]
['regeda', 1]
['regeT', 1]
['regTe', 1]
['reጘTa', 1]
['reTal', 1]
['refed', 1]
['refEra', 1]
['ruhama', 1]
['rural', 1]
['rusuya', 1]
['ruxdi', 1]
['rubet', 1]
['rubu`', 1]
['rubEy', 1]
['rutal', 1]
['rutEli', 1]
['runt', 1]
["ru'El", 1]
['ruwaC', 1]
['rugova', 1]
['ririla', 1]
['risp', 1]
['riqeq', 1]
['riqiq', 1]
['ribda', 1]
['ribok', 1]
['riviyo', 1]
['ricel', 1]
['ricep', 1]
['ricit', 1]
['rink', 1]
['ring', 1]
['rikopa', 1]
['riwiz', 1]
['riwodi', 1]
['rizev', 1]
['riyol', 1]
['riyoha', 1]
['rider', 1]
['ridiyo', 1]
['ridyo', 1]
['riSya', 1]
['rifki', 1]
['rahul', 1]
['rahili', 1]
['rahil', 1]
['rahma', 1]
['ralp', 1]
['raHab', 1]
['ramuz', 1]
['ramiro', 1]
['ramid', 1]
['ramada', 1]
['ramad', 1]
['ramot', 1]
['rasl', 1]
['rasva', 1]
['raxaya', 1]
['raxd', 1]
['raqeke', 1]
['raver', 1]
['raviya', 1]
['ravat', 1]
['ratib', 1]
['ratko', 1]
['rank', 1]
['rangWe', 1]
["ra'al", 1]
["ra'uf", 1]
["ra'ye", 1]
['rakuba', 1]
['rakoto', 1]
['rawya', 1]
['razil', 1]
['razEቕ', 1]
['rayla', 1]
['radur', 1]
["radi'o", 1]
['radata', 1]
['rajil', 1]
['rajibi', 1]
['rajab', 1]
['rajavi', 1]
['ragw', 1]
['rafaya', 1]
['rafha', 1]
['rafto', 1]
['rapta', 1]
['rapor', 1]
['rEHma', 1]
['rEmEt', 1]
['rEsaye', 1]
['rEsEb', 1]
['rEsEf', 1]
['rExiyo', 1]
['rEbEka', 1]
['rEcEt', 1]
['rEcEpi', 1]
['rEcEp', 1]
['rEnate', 1]
['rEnato', 1]
['rEnzo', 1]
['rEkab', 1]
['rEysa', 1]
['rEdisi', 1]
['rEdik', 1]
['rEdEyo', 1]
['rEST', 1]
['rEfri', 1]
['rEpka', 1]
['rlama', 1]
['rHab', 1]
['rmt', 1]
['rmje', 1]
['rqiq', 1]
['rbu`', 1]
['r^hab', 1]
['rkebe', 1]
['rkbe', 1]
['rkb', 1]
['r`le', 1]
['r`qe', 1]
['rdEt', 1]
['rjt', 1]
['rgeN', 1]
['rgt', 1]
['rohani', 1]
['rohini', 1]
['roll', 1]
['romaxo', 1]
['romEyo', 1]
['rorico', 1]
['rort', 1]
['rosEl', 1]
['robera', 1]
['robet', 1]
['robil', 1]
['robaso', 1]
['robli', 1]
['rotic', 1]
["ro'ad", 1]
["ro'oga", 1]
['roZer', 1]
['royl', 1]
['roder', 1]
['rodEr', 1]
['sehaba', 1]
['selisa', 1]
['selit', 1]
['selame', 1]
['selabe', 1]
['selk', 1]
['selome', 1]
['seHati', 1]
['semil', 1]
['semani', 1]
["sema'i", 1]
['semaz', 1]
['semro', 1]
